match,rally_id,stroke_num,stroke_type,hit_time,prev_stroke_type,player_hitting,player1_x,player1_y,player1_pos,player2_x,player2_y,player2_pos,image_path
1,Point2,15,Net-Lift,633.27,Net-Shot-Bh,2,2.753424882888794,3.9324560165405273,Center-Middle,3.69020414352417,12.057452201843262,Right-Back,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_15.jpg.jpg
1,Point2,16,Smash,635.0999999999999,Net-Lift,1,3.7194254398345947,4.939306259155273,Left-Front,4.060871601104736,12.22834587097168,Left-Back,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_16.jpg.jpg
1,Point2,17,Block,636.8475,Smash,2,2.93332576751709,4.506209850311279,Center-Front,5.011891841888428,12.999157905578613,Right-Back,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_17.jpg.jpg
1,Point2,18,Net-Shot,638.0325,Block,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_18.jpg.jpg
1,Point2,19,Net-Lift-Bh,639.2775,Net-Shot,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_19.jpg.jpg
1,Point2,20,Dropshot,640.905,Net-Lift-Bh,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_20.jpg.jpg
1,Point2,21,Net-Shot-Bh,642.4950000000001,Dropshot,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_21.jpg.jpg
1,Point2,22,Net-Lift-Bh,643.8525,Net-Shot-Bh,1,0.5968491435050964,8.860108375549316,Right,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_22.jpg.jpg
1,Point2,23,Dropshot,645.5325,Net-Lift-Bh,2,1.6743106842041016,9.723578453063965,Right,4.891983985900879,13.265922546386719,Right-Back,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_23.jpg.jpg
1,Point2,24,Net-Lift,647.0250000000001,Dropshot,1,0.8319135308265686,10.151016235351562,Right,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_24.jpg.jpg
1,Point2,25,FAULT,648.6525,Net-Lift,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point2_stroke_25.jpg.jpg
1,Point3,1,Serve,677.1375,None,1,3.719186305999756,0.9536438584327698,Left-Back,3.9489693641662598,11.876827239990234,Left-Back,Skeleton_marked_frames/annotated_match_1_point_Point3_stroke_1.jpg.jpg
1,Point3,2,Net-Shot-Bh,678.795,Serve,2,4.347601890563965,2.2146408557891846,Left-Back,4.8016204833984375,12.377361297607422,Right-Back,Skeleton_marked_frames/annotated_match_1_point_Point3_stroke_2.jpg.jpg
1,Point3,3,Net-Shot,679.785,Net-Shot-Bh,1,4.473227500915527,10.045454025268555,Left,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point3_stroke_3.jpg.jpg
1,Point3,4,Net-Shot,680.97,Net-Shot,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point3_stroke_4.jpg.jpg
1,Point4,2,Dropshot-Bh,704.73,None,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point4_stroke_2.jpg.jpg
1,Point4,3,Block-Bh,705.6525,Dropshot-Bh,1,1.1902285814285278,4.935972213745117,Right-Front,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point4_stroke_3.jpg.jpg
1,Point4,4,Net-Shot-Bh,706.53,Block-Bh,2,3.881666898727417,3.4232616424560547,Left-Middle,2.874079704284668,5.581055164337158,Center,Skeleton_marked_frames/annotated_match_1_point_Point4_stroke_4.jpg.jpg
1,Point4,5,Net-Lift-Bh,707.625,Net-Shot-Bh,1,1.789862036705017,5.2637786865234375,Center-Front,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point4_stroke_5.jpg.jpg
1,Point4,6,Dropshot-Bh,709.1925,Net-Lift-Bh,2,0.3136279881000519,8.204097747802734,Right,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point4_stroke_6.jpg.jpg
1,Point4,7,Block-Bh,710.61,Dropshot-Bh,1,1.5497809648513794,3.597390651702881,Right-Middle,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point4_stroke_7.jpg.jpg
1,Point4,8,Dropshot-Bh,711.795,Block-Bh,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point4_stroke_8.jpg.jpg
1,Point5,1,Serve,735.6675,None,2,2.282487392425537,2.2411959171295166,Center-Middle,1.2637865543365479,12.509526252746582,Left-Back,Skeleton_marked_frames/annotated_match_1_point_Point5_stroke_1.jpg.jpg
1,Point5,2,FAULT,737.7675,Serve,1,1.8182743787765503,3.6139614582061768,Center-Middle,1.7691903114318848,9.970694541931152,Center-Middle,Skeleton_marked_frames/annotated_match_1_point_Point5_stroke_2.jpg.jpg
1,Point6,1,Serve,757.335,None,2,3.9968817234039307,13.216608047485352,Left,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_1.jpg.jpg
1,Point6,2,Net-Shot-Bh,759.1725,Serve,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_2.jpg.jpg
1,Point6,3,Net-Shot,760.17,Net-Shot-Bh,2,4.039548397064209,9.222362518310547,Left,4.168923377990723,9.225966453552246,Right-Middle,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_3.jpg.jpg
1,Point6,4,Net-Lift,761.1374999999999,Net-Shot,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_4.jpg.jpg
1,Point6,5,Dropshot,762.2925,Net-Lift,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_5.jpg.jpg
1,Point6,6,Net-Shot-Bh,763.635,Dropshot,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_6.jpg.jpg
1,Point6,7,Net-Lift-Bh,765.0074999999999,Net-Shot-Bh,2,3.805929183959961,11.663969993591309,Left,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_7.jpg.jpg
1,Point6,8,Smash,766.545,Net-Lift-Bh,1,3.7223689556121826,4.858262538909912,Left-Front,4.597751140594482,5.106052875518799,Left,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_8.jpg.jpg
1,Point6,9,Block-Bh,767.88,Smash,2,4.7689924240112305,4.8328857421875,Left-Front,3.3871865272521973,10.058173179626465,Center-Middle,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_9.jpg.jpg
1,Point6,10,Net-Shot,768.8925,Block-Bh,1,3.4167633056640625,11.66406536102295,Center,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_10.jpg.jpg
1,Point6,11,Net-Shot,770.1524999999999,Net-Shot,2,4.4870123863220215,12.548486709594727,Left,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_11.jpg.jpg
1,Point6,12,Net-Shot,771.435,Net-Shot,1,2.6741936206817627,4.1385321617126465,Center-Middle,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_12.jpg.jpg
1,Point6,13,Net-Kill,772.4100000000001,Net-Shot,2,4.542628288269043,4.788064002990723,Left-Front,4.878823280334473,5.0593085289001465,Right,Skeleton_marked_frames/annotated_match_1_point_Point6_stroke_13.jpg.jpg
1,Point7,1,Serve,806.94,None,2,1.7895615100860596,6.036345481872559,Center-Front,3.474280834197998,6.359833717346191,Right,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_1.jpg.jpg
1,Point7,2,Net-Lift-Bh,808.5675000000001,Serve,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_2.jpg.jpg
1,Point7,3,Clear,809.6175000000001,Net-Lift-Bh,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_3.jpg.jpg
1,Point7,4,Smash,810.4275,Clear,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_4.jpg.jpg
1,Point7,5,Block,811.1924999999999,Smash,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_5.jpg.jpg
1,Point7,6,Net-Shot,812.0999999999999,Block,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_6.jpg.jpg
1,Point7,7,Net-Lift,813.1800000000001,Net-Shot,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_7.jpg.jpg
1,Point7,8,Smash,814.5225,Net-Lift,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_8.jpg.jpg
1,Point7,9,Block,815.7675,Smash,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_9.jpg.jpg
1,Point7,10,Net-Shot,816.9225,Block,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_10.jpg.jpg
1,Point7,11,Net-Lift,818.1825000000001,Net-Shot,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_11.jpg.jpg
1,Point7,12,Clear,819.5325,Net-Lift,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_12.jpg.jpg
1,Point7,13,Smash,821.0025,Clear,2,3.1764333248138428,3.9013009071350098,Center-Middle,2.5941905975341797,10.760017395019531,Center-Middle,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_13.jpg.jpg
1,Point7,14,Block-Bh,822.2025,Smash,1,3.1389129161834717,2.876981496810913,Center-Middle,3.5789873600006104,11.97545337677002,Left-Back,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_14.jpg.jpg
1,Point7,15,Net-Lift-Bh,823.3199999999999,Block-Bh,2,3.499547243118286,2.6708881855010986,Left-Middle,3.5087525844573975,11.284871101379395,Right-Back,Skeleton_marked_frames/annotated_match_1_point_Point7_stroke_15.jpg.jpg
1,Point8,1,Serve,861.8175000000001,None,1,0.5733359456062317,7.757363319396973,Right,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_1.jpg.jpg
1,Point8,2,Net-Lift-Bh,864.33,Serve,2,1.5493162870407104,9.331822395324707,Right,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_2.jpg.jpg
1,Point8,3,Dropshot-Bh,865.485,Net-Lift-Bh,1,1.8431990146636963,8.388944625854492,Center,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_3.jpg.jpg
1,Point8,4,Drive-Bh,866.5424999999999,Dropshot-Bh,2,1.667883276939392,4.67221212387085,Right-Front,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_4.jpg.jpg
1,Point8,5,Block-Bh,867.3375000000001,Drive-Bh,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_5.jpg.jpg
1,Point8,6,Net-Shot,868.2225000000001,Block-Bh,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_6.jpg.jpg
1,Point8,7,Net-Shot,869.2874999999999,Net-Shot,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_7.jpg.jpg
1,Point8,8,Net-Shot-Bh,870.39,Net-Shot,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_8.jpg.jpg
1,Point8,9,Net-Lift-Bh,871.53,Net-Shot-Bh,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_9.jpg.jpg
1,Point8,10,Dropshot,873.1649999999998,Net-Lift-Bh,2,1.3761729001998901,9.73692798614502,Right,4.341763973236084,9.839465141296387,Right-Middle,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_10.jpg.jpg
1,Point8,11,Net-Shot-Bh,874.8824999999999,Dropshot,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_11.jpg.jpg
1,Point8,12,Net-Shot-Bh,876.2175,Net-Shot-Bh,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_12.jpg.jpg
1,Point8,13,Net-Lift-Bh,877.3650000000001,Net-Shot-Bh,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_13.jpg.jpg
1,Point8,14,Dropshot,878.97,Net-Lift-Bh,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_14.jpg.jpg
1,Point8,15,Net-Shot,880.6500000000001,Dropshot,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_15.jpg.jpg
1,Point8,16,Net-Shot-Bh,881.8950000000001,Net-Shot,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_16.jpg.jpg
1,Point8,17,Net-Lift,883.125,Net-Shot-Bh,1,1.6725469827651978,3.258653402328491,Right-Middle,2.6754188537597656,10.140170097351074,Center-Middle,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_17.jpg.jpg
1,Point8,18,Clear-Bh,884.3249999999999,Net-Lift,2,2.285947561264038,4.552818298339844,Center-Front,2.9557454586029053,11.11402702331543,Center-Middle,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_18.jpg.jpg
1,Point8,19,Smash-Bh,885.4875000000001,Clear-Bh,1,2.379248857498169,3.5254831314086914,Center-Middle,2.5776314735412598,11.570868492126465,Center-Back,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_19.jpg.jpg
1,Point8,20,Block,886.4024999999999,Smash-Bh,2,2.882477283477783,4.369550704956055,Center-Middle,3.180553436279297,9.9390230178833,Center-Middle,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_20.jpg.jpg
1,Point8,21,Smash,887.5875000000001,Block,1,3.894761800765991,0.9112103581428528,Left-Back,3.2941532135009766,10.412036895751953,Center-Middle,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_21.jpg.jpg
1,Point8,22,Block-Bh,888.8549999999999,Smash,2,3.8157057762145996,1.5036293268203735,Left-Back,3.7100396156311035,2.9491770267486572,Right,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_22.jpg.jpg
1,Point8,23,Net-Shot-Bh,889.89,Block-Bh,1,3.8937137126922607,3.7848851680755615,Left-Middle,3.8034090995788574,9.187530517578125,Left-Middle,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_23.jpg.jpg
1,Point8,24,Net-Lift-Bh,891.1049999999999,Net-Shot-Bh,2,2.8422765731811523,2.0683882236480713,Center-Back,2.813265085220337,2.287493944168091,Center,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_24.jpg.jpg
1,Point8,25,Smash,892.9124999999999,Net-Lift-Bh,1,2.236530065536499,2.929962396621704,Center-Middle,3.521057605743408,9.208436965942383,Left-Middle,Skeleton_marked_frames/annotated_match_1_point_Point8_stroke_25.jpg.jpg
1,Point9,1,Serve,935.58,None,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_1.jpg.jpg
1,Point9,3,Net-Shot,937.1775,Serve,1,5.052163600921631,7.582821369171143,Left,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_3.jpg.jpg
1,Point9,4,Net-Shot-Bh,938.0625,Net-Shot,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_4.jpg.jpg
1,Point9,5,Net-Lift-Bh,939.2475,Net-Shot-Bh,1,4.062620639801025,4.678022861480713,Left-Front,4.140038013458252,10.038944244384766,Left-Middle,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_5.jpg.jpg
1,Point9,6,Smash,940.875,Net-Lift-Bh,2,0.8606356382369995,3.294544219970703,Right-Middle,0.3356872797012329,9.145705223083496,Left-Middle,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_6.jpg.jpg
1,Point9,7,Block,942.2925,Smash,1,1.0835593938827515,2.887338399887085,Right-Middle,0.23082295060157776,11.195938110351562,Right-Back,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_7.jpg.jpg
1,Point9,8,Net-Shot-Bh,943.245,Block,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_8.jpg.jpg
1,Point9,9,Net-Shot,944.49,Net-Shot-Bh,1,0.9071616530418396,10.034087181091309,Right,4.5315399169921875,13.282710075378418,Left-Back,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_9.jpg.jpg
1,Point9,10,Net-Shot,945.8625,Net-Shot,2,0.703800618648529,7.336717128753662,Right,4.306362152099609,12.477903366088867,Right-Back,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_10.jpg.jpg
1,Point9,11,Net-Lift,947.16,Net-Shot,1,0.43834272027015686,6.104649066925049,Right-Front,4.163703441619873,12.380555152893066,Left-Back,Skeleton_marked_frames/annotated_match_1_point_Point9_stroke_11.jpg.jpg
1,Point10,1,Serve,979.68,None,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_1.jpg.jpg
1,Point10,2,Net-Lift-Bh,980.4075,Serve,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_2.jpg.jpg
1,Point10,3,Clear-Bh,981.765,Net-Lift-Bh,1,3.3248472213745117,12.129722595214844,Center,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_3.jpg.jpg
1,Point10,4,Smash,983.415,Clear-Bh,2,3.158092737197876,11.908585548400879,Center,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_4.jpg.jpg
1,Point10,5,Block-Bh,984.4425,Smash,1,2.78792405128479,12.626193046569824,Center,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_5.jpg.jpg
1,Point10,6,Net-Shot-Bh,985.545,Block-Bh,2,3.6908862590789795,12.442138671875,Left,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_6.jpg.jpg
1,Point10,7,Net-Lift-Bh,986.925,Net-Shot-Bh,1,3.8236217498779297,12.415048599243164,Left,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_7.jpg.jpg
1,Point10,8,Clear,988.38,Net-Lift-Bh,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_8.jpg.jpg
1,Point10,9,Drive,989.6925,Clear,1,0.7719080448150635,12.71111011505127,Right,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_9.jpg.jpg
1,Point10,10,Block,990.5025,Drive,2,4.2148051261901855,2.0834832191467285,Left-Back,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_10.jpg.jpg
1,Point10,11,Net-Shot,991.4175,Block,1,4.894690990447998,2.728882312774658,Left-Middle,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_11.jpg.jpg
1,Point10,12,Net-Shot,992.565,Net-Shot,2,3.6262869834899902,7.503613471984863,Left,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_12.jpg.jpg
1,Point10,13,Net-Lift,993.78,Net-Shot,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_13.jpg.jpg
1,Point10,14,Dropshot,995.19,Net-Lift,2,2.528883457183838,1.1238573789596558,Center-Back,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_14.jpg.jpg
1,Point10,15,Net-Shot,996.51,Dropshot,1,2.529062509536743,1.1622278690338135,Center-Back,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_15.jpg.jpg
1,Point10,16,Net-Lift,997.6425,Net-Shot,2,2.5285346508026123,1.049114465713501,Center-Back,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_16.jpg.jpg
1,Point10,17,Smash,999.0825,Net-Lift,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_17.jpg.jpg
1,Point10,18,Block-Bh,1000.3125,Smash,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_18.jpg.jpg
1,Point10,19,Net-Shot-Bh,1001.49,Block-Bh,1,0.7181101441383362,12.331969261169434,Right,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_19.jpg.jpg
1,Point10,20,Net-Lift-Bh,1002.9149999999998,Net-Shot-Bh,2,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_20.jpg.jpg
1,Point10,21,Clear-Bh,1004.49,Net-Lift-Bh,1,4.015737056732178,4.5818352699279785,Left-Front,2.931337594985962,7.408756256103516,Center-Front,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_21.jpg.jpg
1,Point10,22,Clear,1006.275,Clear-Bh,2,3.8175106048583984,4.381607532501221,Left-Middle,2.052464246749878,4.5402116775512695,Center,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_22.jpg.jpg
1,Point10,23,Dropshot,1007.9175,Clear,1,0.5296904444694519,4.33132791519165,Right-Middle,4.902013778686523,4.424185752868652,Left,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_23.jpg.jpg
1,Point10,24,Net-Shot,1009.245,Dropshot,2,1.4722232818603516,9.524797439575195,Right,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_24.jpg.jpg
1,Point10,25,Net-Lift,1010.55,Net-Shot,1,1.4972556829452515,11.948189735412598,Right,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_25.jpg.jpg
1,Point10,26,Clear-Bh,1011.9975,Net-Lift,2,1.1891335248947144,0.9933156967163086,Right-Back,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_26.jpg.jpg
1,Point10,27,Clear,1013.535,Clear-Bh,1,,,Unknown,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_27.jpg.jpg
1,Point10,28,Smash,1015.665,Clear,2,1.3958131074905396,3.7583706378936768,Right-Middle,,,Unknown,Skeleton_marked_frames/annotated_match_1_point_Point10_stroke_28.jpg.jpg
1,Point11,1,Serve,1080.1275,None,1,3.2988243103027344,4.357630729675293,Center-Middle,3.5954360961914062,11.580586433410645,Left-Back,Skeleton_marked_frames/annotated_match_1_point_Point11_stroke_1.jpg.jpg
1,Point11,2,Net-Shot,1082.2575,Serve,2,3.783585548400879,4.591157913208008,Left-Front,3.396981954574585,10.41680908203125,Center-Middle,Skeleton_marked_frames/annotated_match_1_point_Point11_stroke_2.jpg.jpg
1,Point11,3,Net-Shot,1083.42,Net-Shot,1,2.596287965774536,4.428060054779053,Center-Middle,1.4786878824234009,8.30358600616455,Right-Front,Skeleton_marked_frames/annotated_match_1_point_Point11_stroke_3.jpg.jpg
