match_no,rally_id,stroke_num,stroke_type,hitting_player,hit_time,image_path
1,Point6,2,Net-Shot-Bh,1,759.1725,KeyFrames/match_1_point_Point6_stroke_2.jpg
1,Point6,3,Net-Shot,2,760.17,KeyFrames/match_1_point_Point6_stroke_3.jpg
1,Point6,4,Net-Lift,1,761.1374999999999,KeyFrames/match_1_point_Point6_stroke_4.jpg
1,Point6,5,Dropshot,2,762.2925,KeyFrames/match_1_point_Point6_stroke_5.jpg
1,Point6,6,Net-Shot-Bh,1,763.635,KeyFrames/match_1_point_Point6_stroke_6.jpg
1,Point6,7,Net-Lift-Bh,2,765.0074999999999,KeyFrames/match_1_point_Point6_stroke_7.jpg
1,Point6,8,Smash,1,766.545,KeyFrames/match_1_point_Point6_stroke_8.jpg
1,Point6,9,Block-Bh,2,767.88,KeyFrames/match_1_point_Point6_stroke_9.jpg
1,Point6,10,Net-Shot,1,768.8925,KeyFrames/match_1_point_Point6_stroke_10.jpg
1,Point6,11,Net-Shot,2,770.1524999999999,KeyFrames/match_1_point_Point6_stroke_11.jpg
1,Point6,12,Net-Shot,1,771.435,KeyFrames/match_1_point_Point6_stroke_12.jpg
1,Point6,13,Net-Kill,2,772.4100000000001,KeyFrames/match_1_point_Point6_stroke_13.jpg
1,Point7,1,Serve,2,806.94,KeyFrames/match_1_point_Point7_stroke_1.jpg
1,Point7,2,Net-Lift-Bh,1,808.5675000000001,KeyFrames/match_1_point_Point7_stroke_2.jpg
1,Point7,3,Clear,2,809.6175000000001,KeyFrames/match_1_point_Point7_stroke_3.jpg
1,Point7,4,Smash,1,810.4275,KeyFrames/match_1_point_Point7_stroke_4.jpg
1,Point7,5,Block,2,811.1924999999999,KeyFrames/match_1_point_Point7_stroke_5.jpg
1,Point7,6,Net-Shot,1,812.0999999999999,KeyFrames/match_1_point_Point7_stroke_6.jpg
1,Point7,7,Net-Lift,2,813.1800000000001,KeyFrames/match_1_point_Point7_stroke_7.jpg
1,Point7,8,Smash,1,814.5225,KeyFrames/match_1_point_Point7_stroke_8.jpg
1,Point7,9,Block,2,815.7675,KeyFrames/match_1_point_Point7_stroke_9.jpg
1,Point7,10,Net-Shot,1,816.9225,KeyFrames/match_1_point_Point7_stroke_10.jpg
1,Point7,11,Net-Lift,2,818.1825000000001,KeyFrames/match_1_point_Point7_stroke_11.jpg
1,Point7,12,Clear,1,819.5325,KeyFrames/match_1_point_Point7_stroke_12.jpg
1,Point7,13,Smash,2,821.0025,KeyFrames/match_1_point_Point7_stroke_13.jpg
1,Point7,14,Block-Bh,1,822.2025,KeyFrames/match_1_point_Point7_stroke_14.jpg
1,Point7,15,Net-Lift-Bh,2,823.3199999999999,KeyFrames/match_1_point_Point7_stroke_15.jpg
1,Point8,1,Serve,1,861.8175000000001,KeyFrames/match_1_point_Point8_stroke_1.jpg
1,Point8,2,Net-Lift-Bh,2,864.33,KeyFrames/match_1_point_Point8_stroke_2.jpg
1,Point8,3,Dropshot-Bh,1,865.485,KeyFrames/match_1_point_Point8_stroke_3.jpg
1,Point8,4,Drive-Bh,2,866.5424999999999,KeyFrames/match_1_point_Point8_stroke_4.jpg
1,Point8,5,Block-Bh,1,867.3375000000001,KeyFrames/match_1_point_Point8_stroke_5.jpg
1,Point8,6,Net-Shot,2,868.2225000000001,KeyFrames/match_1_point_Point8_stroke_6.jpg
1,Point8,7,Net-Shot,1,869.2874999999999,KeyFrames/match_1_point_Point8_stroke_7.jpg
1,Point8,8,Net-Shot-Bh,2,870.39,KeyFrames/match_1_point_Point8_stroke_8.jpg
1,Point8,9,Net-Lift-Bh,1,871.53,KeyFrames/match_1_point_Point8_stroke_9.jpg
1,Point8,10,Dropshot,2,873.1649999999998,KeyFrames/match_1_point_Point8_stroke_10.jpg
1,Point8,11,Net-Shot-Bh,1,874.8824999999999,KeyFrames/match_1_point_Point8_stroke_11.jpg
1,Point8,12,Net-Shot-Bh,2,876.2175,KeyFrames/match_1_point_Point8_stroke_12.jpg
1,Point8,13,Net-Lift-Bh,1,877.3650000000001,KeyFrames/match_1_point_Point8_stroke_13.jpg
1,Point8,14,Dropshot,2,878.97,KeyFrames/match_1_point_Point8_stroke_14.jpg
1,Point8,15,Net-Shot,1,880.6500000000001,KeyFrames/match_1_point_Point8_stroke_15.jpg
1,Point8,16,Net-Shot-Bh,2,881.8950000000001,KeyFrames/match_1_point_Point8_stroke_16.jpg
1,Point8,17,Net-Lift,1,883.125,KeyFrames/match_1_point_Point8_stroke_17.jpg
1,Point8,18,Clear-Bh,2,884.3249999999999,KeyFrames/match_1_point_Point8_stroke_18.jpg
1,Point8,19,Smash-Bh,1,885.4875000000001,KeyFrames/match_1_point_Point8_stroke_19.jpg
1,Point8,20,Block,2,886.4024999999999,KeyFrames/match_1_point_Point8_stroke_20.jpg
1,Point8,21,Smash,1,887.5875000000001,KeyFrames/match_1_point_Point8_stroke_21.jpg
1,Point8,22,Block-Bh,2,888.8549999999999,KeyFrames/match_1_point_Point8_stroke_22.jpg
1,Point8,23,Net-Shot-Bh,1,889.89,KeyFrames/match_1_point_Point8_stroke_23.jpg
1,Point8,24,Net-Lift-Bh,2,891.1049999999999,KeyFrames/match_1_point_Point8_stroke_24.jpg
1,Point8,25,Smash,1,892.9124999999999,KeyFrames/match_1_point_Point8_stroke_25.jpg
1,Point9,1,Serve,1,935.58,KeyFrames/match_1_point_Point9_stroke_1.jpg
1,Point9,3,Net-Shot,1,937.1775000000001,KeyFrames/match_1_point_Point9_stroke_3.jpg
1,Point9,4,Net-Shot-Bh,2,938.0625,KeyFrames/match_1_point_Point9_stroke_4.jpg
1,Point9,5,Net-Lift-Bh,1,939.2475,KeyFrames/match_1_point_Point9_stroke_5.jpg
1,Point9,6,Smash,2,940.875,KeyFrames/match_1_point_Point9_stroke_6.jpg
1,Point9,7,Block,1,942.2925,KeyFrames/match_1_point_Point9_stroke_7.jpg
1,Point9,8,Net-Shot-Bh,2,943.2450000000001,KeyFrames/match_1_point_Point9_stroke_8.jpg
1,Point9,9,Net-Shot,1,944.4900000000001,KeyFrames/match_1_point_Point9_stroke_9.jpg
1,Point9,10,Net-Shot,2,945.8625000000001,KeyFrames/match_1_point_Point9_stroke_10.jpg
1,Point9,11,Net-Lift,1,947.1600000000001,KeyFrames/match_1_point_Point9_stroke_11.jpg
1,Point10,1,Serve,1,979.6800000000001,KeyFrames/match_1_point_Point10_stroke_1.jpg
1,Point10,2,Net-Lift-Bh,2,980.4075,KeyFrames/match_1_point_Point10_stroke_2.jpg
1,Point10,3,Clear-Bh,1,981.765,KeyFrames/match_1_point_Point10_stroke_3.jpg
1,Point10,4,Smash,2,983.415,KeyFrames/match_1_point_Point10_stroke_4.jpg
1,Point10,5,Block-Bh,1,984.4425000000001,KeyFrames/match_1_point_Point10_stroke_5.jpg
1,Point10,6,Net-Shot-Bh,2,985.545,KeyFrames/match_1_point_Point10_stroke_6.jpg
1,Point10,7,Net-Lift-Bh,1,986.9250000000001,KeyFrames/match_1_point_Point10_stroke_7.jpg
1,Point10,8,Clear,2,988.3800000000001,KeyFrames/match_1_point_Point10_stroke_8.jpg
1,Point10,9,Drive,1,989.6925000000001,KeyFrames/match_1_point_Point10_stroke_9.jpg
1,Point10,10,Block,2,990.5025,KeyFrames/match_1_point_Point10_stroke_10.jpg
1,Point10,11,Net-Shot,1,991.4174999999999,KeyFrames/match_1_point_Point10_stroke_11.jpg
1,Point10,12,Net-Shot,2,992.565,KeyFrames/match_1_point_Point10_stroke_12.jpg
1,Point10,13,Net-Lift,1,993.78,KeyFrames/match_1_point_Point10_stroke_13.jpg
1,Point10,14,Dropshot,2,995.19,KeyFrames/match_1_point_Point10_stroke_14.jpg
1,Point10,15,Net-Shot,1,996.51,KeyFrames/match_1_point_Point10_stroke_15.jpg
1,Point10,16,Net-Lift,2,997.6425,KeyFrames/match_1_point_Point10_stroke_16.jpg
1,Point10,17,Smash,1,999.0825000000001,KeyFrames/match_1_point_Point10_stroke_17.jpg
1,Point10,18,Block-Bh,2,1000.3125,KeyFrames/match_1_point_Point10_stroke_18.jpg
1,Point10,19,Net-Shot-Bh,1,1001.49,KeyFrames/match_1_point_Point10_stroke_19.jpg
1,Point10,20,Net-Lift-Bh,2,1002.9149999999998,KeyFrames/match_1_point_Point10_stroke_20.jpg
1,Point10,21,Clear-Bh,1,1004.49,KeyFrames/match_1_point_Point10_stroke_21.jpg
1,Point10,22,Clear,2,1006.2749999999999,KeyFrames/match_1_point_Point10_stroke_22.jpg
1,Point10,23,Dropshot,1,1007.9174999999999,KeyFrames/match_1_point_Point10_stroke_23.jpg
1,Point10,24,Net-Shot,2,1009.2450000000001,KeyFrames/match_1_point_Point10_stroke_24.jpg
1,Point10,25,Net-Lift,1,1010.5500000000001,KeyFrames/match_1_point_Point10_stroke_25.jpg
1,Point10,26,Clear-Bh,2,1011.9975,KeyFrames/match_1_point_Point10_stroke_26.jpg
1,Point10,27,Clear,1,1013.5350000000001,KeyFrames/match_1_point_Point10_stroke_27.jpg
1,Point10,28,Smash,2,1015.665,KeyFrames/match_1_point_Point10_stroke_28.jpg
1,Point11,1,Serve,1,1080.1275,KeyFrames/match_1_point_Point11_stroke_1.jpg
1,Point11,2,Net-Shot,2,1082.2575,KeyFrames/match_1_point_Point11_stroke_2.jpg
1,Point11,3,Net-Shot,1,1083.42,KeyFrames/match_1_point_Point11_stroke_3.jpg
1,Point11,4,Net-Lift,2,1084.71,KeyFrames/match_1_point_Point11_stroke_4.jpg
1,Point11,5,Dropshot,1,1086.0749999999998,KeyFrames/match_1_point_Point11_stroke_5.jpg
1,Point11,6,Net-Shot,2,1087.455,KeyFrames/match_1_point_Point11_stroke_6.jpg
1,Point11,7,Net-Shot,1,1088.8274999999999,KeyFrames/match_1_point_Point11_stroke_7.jpg
1,Point11,8,Net-Lift,2,1090.215,KeyFrames/match_1_point_Point11_stroke_8.jpg
1,Point11,9,Smash,1,1091.865,KeyFrames/match_1_point_Point11_stroke_9.jpg
1,Point11,10,Block,2,1093.2825,KeyFrames/match_1_point_Point11_stroke_10.jpg
1,Point11,11,Net-Shot,1,1094.4675,KeyFrames/match_1_point_Point11_stroke_11.jpg
1,Point11,12,Net-Shot,2,1095.99,KeyFrames/match_1_point_Point11_stroke_12.jpg
1,Point11,13,Net-Shot,1,1097.3025,KeyFrames/match_1_point_Point11_stroke_13.jpg
1,Point11,14,Net-Lift,2,1098.495,KeyFrames/match_1_point_Point11_stroke_14.jpg
1,Point11,15,Clear,1,1100.34,KeyFrames/match_1_point_Point11_stroke_15.jpg
1,Point11,16,Dropshot,2,1102.56,KeyFrames/match_1_point_Point11_stroke_16.jpg
1,Point11,17,Net-Shot,1,1104.105,KeyFrames/match_1_point_Point11_stroke_17.jpg
1,Point11,18,Net-Shot-Bh,2,1105.2749999999999,KeyFrames/match_1_point_Point11_stroke_18.jpg
1,Point11,19,Net-Lift,1,1106.5425,KeyFrames/match_1_point_Point11_stroke_19.jpg
1,Point11,20,Net-Shot-Bh,2,1108.155,KeyFrames/match_1_point_Point11_stroke_20.jpg
1,Point11,21,Net-Shot-Bh,1,1109.8274999999999,KeyFrames/match_1_point_Point11_stroke_21.jpg
1,Point11,22,Net-Lift-Bh,2,1111.1399999999999,KeyFrames/match_1_point_Point11_stroke_22.jpg
1,Point11,23,Dropshot,1,1113.0525000000002,KeyFrames/match_1_point_Point11_stroke_23.jpg
1,Point11,24,Net-Shot-Bh,2,1114.7775,KeyFrames/match_1_point_Point11_stroke_24.jpg
1,Point11,25,Net-Lift-Bh,1,1116.0375,KeyFrames/match_1_point_Point11_stroke_25.jpg
1,Point11,26,Dropshot,2,1117.845,KeyFrames/match_1_point_Point11_stroke_26.jpg
1,Point11,27,Net-Lift,1,1119.4275,KeyFrames/match_1_point_Point11_stroke_27.jpg
1,Point11,28,Clear,2,1120.7175,KeyFrames/match_1_point_Point11_stroke_28.jpg
1,Point11,29,Smash,1,1122.6750000000002,KeyFrames/match_1_point_Point11_stroke_29.jpg
1,Point12,1,Serve,2,1165.6575,KeyFrames/match_1_point_Point12_stroke_1.jpg
1,Point12,2,Net-Lift-Bh,1,1167.0225,KeyFrames/match_1_point_Point12_stroke_2.jpg
1,Point12,3,Smash,2,1167.9225000000001,KeyFrames/match_1_point_Point12_stroke_3.jpg
1,Point12,4,Block-Bh,1,1168.905,KeyFrames/match_1_point_Point12_stroke_4.jpg
1,Point12,5,Net-Shot-Bh,2,1169.8125,KeyFrames/match_1_point_Point12_stroke_5.jpg
1,Point12,6,Net-Lift-Bh,1,1171.0275,KeyFrames/match_1_point_Point12_stroke_6.jpg
1,Point12,7,Dropshot,2,1172.565,KeyFrames/match_1_point_Point12_stroke_7.jpg
1,Point12,8,Net-Shot-Bh,1,1174.1025,KeyFrames/match_1_point_Point12_stroke_8.jpg
1,Point12,9,Net-Lift,2,1175.4225000000001,KeyFrames/match_1_point_Point12_stroke_9.jpg
1,Point12,10,Clear,1,1177.02,KeyFrames/match_1_point_Point12_stroke_10.jpg
1,Point12,11,Dropshot,2,1178.3849999999998,KeyFrames/match_1_point_Point12_stroke_11.jpg
1,Point12,12,Net-Lift,1,1179.3525,KeyFrames/match_1_point_Point12_stroke_12.jpg
1,Point12,13,Clear,2,1180.71,KeyFrames/match_1_point_Point12_stroke_13.jpg
1,Point12,14,Drive,1,1181.9025,KeyFrames/match_1_point_Point12_stroke_14.jpg
1,Point12,15,Drive,2,1182.6374999999998,KeyFrames/match_1_point_Point12_stroke_15.jpg
1,Point12,16,Drive,1,1183.5149999999999,KeyFrames/match_1_point_Point12_stroke_16.jpg
1,Point12,17,Clear-Bh,2,1184.8650000000002,KeyFrames/match_1_point_Point12_stroke_17.jpg
1,Point12,18,Drive-Bh,1,1186.185,KeyFrames/match_1_point_Point12_stroke_18.jpg
1,Point12,19,Dropshot-Bh,2,1187.1975,KeyFrames/match_1_point_Point12_stroke_19.jpg
1,Point12,20,Net-Lift-Bh,1,1188.3975,KeyFrames/match_1_point_Point12_stroke_20.jpg
1,Point12,21,Smash,2,1189.77,KeyFrames/match_1_point_Point12_stroke_21.jpg
1,Point12,22,FAULT,1,1190.8575,KeyFrames/match_1_point_Point12_stroke_22.jpg
1,Point13,1,Serve,2,1228.875,KeyFrames/match_1_point_Point13_stroke_1.jpg
1,Point13,2,Net-Lift-Bh,1,1230.615,KeyFrames/match_1_point_Point13_stroke_2.jpg
1,Point13,3,Dropshot-Bh,2,1231.875,KeyFrames/match_1_point_Point13_stroke_3.jpg
1,Point13,4,Drive-Bh,1,1232.9775,KeyFrames/match_1_point_Point13_stroke_4.jpg
1,Point13,5,Dropshot-Bh,2,1233.81,KeyFrames/match_1_point_Point13_stroke_5.jpg
1,Point13,6,Net-Shot-Bh,1,1234.8375,KeyFrames/match_1_point_Point13_stroke_6.jpg
1,Point13,7,Net-Lift-Bh,2,1236.1725000000001,KeyFrames/match_1_point_Point13_stroke_7.jpg
1,Point13,8,Smash,1,1237.9425,KeyFrames/match_1_point_Point13_stroke_8.jpg
1,Point13,9,Block-Bh,2,1239.3075,KeyFrames/match_1_point_Point13_stroke_9.jpg
1,Point13,10,Net-Lift-Bh,1,1240.335,KeyFrames/match_1_point_Point13_stroke_10.jpg
1,Point13,11,Dropshot,2,1242.045,KeyFrames/match_1_point_Point13_stroke_11.jpg
1,Point13,12,Net-Shot,1,1243.59,KeyFrames/match_1_point_Point13_stroke_12.jpg
1,Point13,13,Net-Lift-Bh,2,1244.7375000000002,KeyFrames/match_1_point_Point13_stroke_13.jpg
1,Point13,16,Net-Lift-Bh,1,1250.7225,KeyFrames/match_1_point_Point13_stroke_16.jpg
1,Point13,17,Dropshot,2,1252.125,KeyFrames/match_1_point_Point13_stroke_17.jpg
1,Point13,18,Net-Shot,1,1253.8125,KeyFrames/match_1_point_Point13_stroke_18.jpg
1,Point13,19,Net-Shot,2,1255.275,KeyFrames/match_1_point_Point13_stroke_19.jpg
1,Point13,20,Net-Lift,1,1256.7375000000002,KeyFrames/match_1_point_Point13_stroke_20.jpg
1,Point13,21,Dropshot,2,1258.5375,KeyFrames/match_1_point_Point13_stroke_21.jpg
1,Point13,22,Net-Shot,1,1260.2024999999999,KeyFrames/match_1_point_Point13_stroke_22.jpg
1,Point13,23,Net-Shot-Bh,2,1261.59,KeyFrames/match_1_point_Point13_stroke_23.jpg
1,Point13,24,Net-Lift-Bh,1,1263.15,KeyFrames/match_1_point_Point13_stroke_24.jpg
1,Point13,25,Dropshot,2,1265.055,KeyFrames/match_1_point_Point13_stroke_25.jpg
1,Point13,26,Net-Shot-Bh,1,1266.8325,KeyFrames/match_1_point_Point13_stroke_26.jpg
1,Point13,27,Net-Lift-Bh,2,1268.1675,KeyFrames/match_1_point_Point13_stroke_27.jpg
1,Point13,28,Smash,1,1269.69,KeyFrames/match_1_point_Point13_stroke_28.jpg
1,Point13,29,Block,2,1270.875,KeyFrames/match_1_point_Point13_stroke_29.jpg
1,Point13,30,Net-Shot,1,1271.88,KeyFrames/match_1_point_Point13_stroke_30.jpg
1,Point13,31,Net-Lift-Bh,2,1273.2225,KeyFrames/match_1_point_Point13_stroke_31.jpg
1,Point13,32,Clear-Bh,1,1274.6625,KeyFrames/match_1_point_Point13_stroke_32.jpg
1,Point13,33,Smash,2,1276.305,KeyFrames/match_1_point_Point13_stroke_33.jpg
1,Point14,1,Serve,2,1324.7400000000002,KeyFrames/match_1_point_Point14_stroke_1.jpg
1,Point14,2,Net-Kill,1,1325.2425,KeyFrames/match_1_point_Point14_stroke_2.jpg
1,Point14,3,Block-Bh,2,1325.9250000000002,KeyFrames/match_1_point_Point14_stroke_3.jpg
1,Point14,4,Net-Kill,1,1326.4575,KeyFrames/match_1_point_Point14_stroke_4.jpg
1,Point14,5,Block,2,1327.0425,KeyFrames/match_1_point_Point14_stroke_5.jpg
1,Point14,6,Block-Bh,1,1327.8825,KeyFrames/match_1_point_Point14_stroke_6.jpg
1,Point14,7,Net-Lift-Bh,2,1329.03,KeyFrames/match_1_point_Point14_stroke_7.jpg
1,Point14,8,Dropshot-Bh,1,1330.5,KeyFrames/match_1_point_Point14_stroke_8.jpg
1,Point14,9,Net-Shot-Bh,2,1331.9775,KeyFrames/match_1_point_Point14_stroke_9.jpg
1,Point14,10,Net-Shot-Bh,1,1333.2075,KeyFrames/match_1_point_Point14_stroke_10.jpg
1,Point14,11,Net-Lift-Bh,2,1334.5124999999998,KeyFrames/match_1_point_Point14_stroke_11.jpg
1,Point14,12,Dropshot,1,1336.35,KeyFrames/match_1_point_Point14_stroke_12.jpg
1,Point14,13,Net-Shot-Bh,2,1338.06,KeyFrames/match_1_point_Point14_stroke_13.jpg
1,Point14,14,Net-Lift,1,1339.23,KeyFrames/match_1_point_Point14_stroke_14.jpg
1,Point14,15,Smash,2,1340.6925,KeyFrames/match_1_point_Point14_stroke_15.jpg
1,Point14,16,FAULT,1,1341.93,KeyFrames/match_1_point_Point14_stroke_16.jpg
1,Point15,1,Serve,2,1380.99,KeyFrames/match_1_point_Point15_stroke_1.jpg
1,Point15,2,Net-Shot-Bh,1,1382.82,KeyFrames/match_1_point_Point15_stroke_2.jpg
1,Point15,3,Net-Lift,2,1384.0124999999998,KeyFrames/match_1_point_Point15_stroke_3.jpg
1,Point15,4,Smash,1,1385.8874999999998,KeyFrames/match_1_point_Point15_stroke_4.jpg
1,Point15,5,Block,2,1387.5975,KeyFrames/match_1_point_Point15_stroke_5.jpg
1,Point15,6,Net-Shot,1,1388.805,KeyFrames/match_1_point_Point15_stroke_6.jpg
1,Point15,7,Net-Shot,2,1390.1175,KeyFrames/match_1_point_Point15_stroke_7.jpg
1,Point15,8,Net-Lift,1,1391.3625000000002,KeyFrames/match_1_point_Point15_stroke_8.jpg
1,Point16,1,Serve,2,1427.9625,KeyFrames/match_1_point_Point16_stroke_1.jpg
1,Point16,2,Net-Lift-Bh,1,1429.9575,KeyFrames/match_1_point_Point16_stroke_2.jpg
1,Point16,3,Dropshot,2,1431.24,KeyFrames/match_1_point_Point16_stroke_3.jpg
1,Point16,4,Net-Lift,1,1432.5749999999998,KeyFrames/match_1_point_Point16_stroke_4.jpg
1,Point16,5,Dropshot,2,1434.15,KeyFrames/match_1_point_Point16_stroke_5.jpg
1,Point16,6,Net-Shot-Bh,1,1435.6575,KeyFrames/match_1_point_Point16_stroke_6.jpg
1,Point16,7,Net-Shot-Bh,2,1436.94,KeyFrames/match_1_point_Point16_stroke_7.jpg
1,Point16,8,FAULT,1,1438.335,KeyFrames/match_1_point_Point16_stroke_8.jpg
1,Point17,1,Serve,2,1547.31,KeyFrames/match_1_point_Point17_stroke_1.jpg
1,Point17,2,Net-Shot,1,1548.78,KeyFrames/match_1_point_Point17_stroke_2.jpg
1,Point17,3,Net-Lift-Bh,2,1549.7925,KeyFrames/match_1_point_Point17_stroke_3.jpg
1,Point17,4,Smash,1,1551.435,KeyFrames/match_1_point_Point17_stroke_4.jpg
1,Point17,5,Block-Bh,2,1552.905,KeyFrames/match_1_point_Point17_stroke_5.jpg
1,Point17,6,Net-Lift,1,1553.9850000000001,KeyFrames/match_1_point_Point17_stroke_6.jpg
1,Point17,7,Smash,2,1555.4325,KeyFrames/match_1_point_Point17_stroke_7.jpg
1,Point17,8,Block-Bh,1,1556.565,KeyFrames/match_1_point_Point17_stroke_8.jpg
1,Point17,9,Block,2,1557.4500000000003,KeyFrames/match_1_point_Point17_stroke_9.jpg
1,Point17,10,Net-Lift,1,1558.56,KeyFrames/match_1_point_Point17_stroke_10.jpg
1,Point17,11,Smash,2,1559.8274999999999,KeyFrames/match_1_point_Point17_stroke_11.jpg
1,Point17,12,Block-Bh,1,1560.8175,KeyFrames/match_1_point_Point17_stroke_12.jpg
1,Point17,13,Net-Shot-Bh,2,1561.7475,KeyFrames/match_1_point_Point17_stroke_13.jpg
1,Point17,14,Net-Shot-Bh,1,1563.0224999999998,KeyFrames/match_1_point_Point17_stroke_14.jpg
1,Point17,15,Net-Lift-Bh,2,1564.2749999999999,KeyFrames/match_1_point_Point17_stroke_15.jpg
1,Point17,16,Smash,1,1566.1499999999999,KeyFrames/match_1_point_Point17_stroke_16.jpg
1,Point17,17,Block-Bh,2,1567.9575,KeyFrames/match_1_point_Point17_stroke_17.jpg
1,Point17,19,Net-Lift-Bh,2,1571.0549999999998,KeyFrames/match_1_point_Point17_stroke_19.jpg
1,Point17,20,Smash,1,1572.7875000000001,KeyFrames/match_1_point_Point17_stroke_20.jpg
1,Point18,1,Serve,1,1610.6100000000001,KeyFrames/match_1_point_Point18_stroke_1.jpg
1,Point18,2,Net-Shot-Bh,2,1611.87,KeyFrames/match_1_point_Point18_stroke_2.jpg
1,Point18,3,Net-Lift-Bh,1,1613.1825,KeyFrames/match_1_point_Point18_stroke_3.jpg
1,Point18,4,Smash,2,1614.7724999999998,KeyFrames/match_1_point_Point18_stroke_4.jpg
1,Point18,5,Block-Bh,1,1616.1225,KeyFrames/match_1_point_Point18_stroke_5.jpg
1,Point18,6,Net-Shot-Bh,2,1617.2775,KeyFrames/match_1_point_Point18_stroke_6.jpg
1,Point18,7,Net-Lift,1,1618.4249999999997,KeyFrames/match_1_point_Point18_stroke_7.jpg
